Month_code,Category,Subcategory,Item_Name,consumed-stock_amount,YEAR_MONTH,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2026-02,UNMAPPED,UNMAPPED,fruits and vegetables,970.0,2026-02,385016.45,0.25
2026-02,UNMAPPED,UNMAPPED,sirocco black olive,771.0,2026-02,385016.45,0.2
2026-02,UNMAPPED,UNMAPPED,red paprika habit,395.0,2026-02,385016.45,0.1
2026-02,UNMAPPED,UNMAPPED,Mayonise premium,345.0,2026-02,385016.45,0.09
2026-02,UNMAPPED,UNMAPPED,bio covers,292.5,2026-02,385016.45,0.08
2026-02,UNMAPPED,UNMAPPED,Blue curacao mojito,215.2499999999999,2026-02,385016.45,0.06
2026-02,UNMAPPED,UNMAPPED,egg 8,240.0,2026-02,385016.45,0.06
2026-02,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,201.0,2026-02,385016.45,0.05
2026-02,UNMAPPED,UNMAPPED,egg 7,140.0,2026-02,385016.45,0.04
2026-02,UNMAPPED,UNMAPPED,sky vanilla 4 ltr,172.0,2026-02,385016.45,0.04
2026-02,UNMAPPED,UNMAPPED,Rose lichy crush mojito,86.62,2026-02,385016.45,0.02
2026-02,UNMAPPED,UNMAPPED,ice cube/80,80.0,2026-02,385016.45,0.02
2026-02,UNMAPPED,UNMAPPED,cheese cake cassata syrup,43.05000000000001,2026-02,385016.45,0.01
2026-02,UNMAPPED,UNMAPPED,mango crush taste craft,24.669999999999987,2026-02,385016.45,0.01
2026-02,UNMAPPED,UNMAPPED,Green Peas,17.0,2026-02,385016.45,0.0
2026-02,UNMAPPED,UNMAPPED,coffee mocha syrup taste craft,0.0,2026-02,385016.45,0.0
2026-02,UNMAPPED,UNMAPPED,KOT ROLLS,-216.0,2026-02,385016.45,-0.06
2026-02,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,15005.0,2026-02,385016.45,3.9
2026-02,VEGETABLES,baby corn,habit baby corn,540.0,2026-02,385016.45,0.14
2026-02,VEGETABLES,baby corn,Baby Corn Whole-800GM-Tajir Habit,336.0,2026-02,385016.45,0.09
2026-02,VEGETABLES,baby corn,baby corn,-540.0,2026-02,385016.45,-0.14
2026-02,VEGETABLES,garlic,garlic,380.0,2026-02,385016.45,0.1
2026-02,VEGETABLES,garlic,chilly garlic spread,165.0,2026-02,385016.45,0.04
2026-02,VEGETABLES,mushroom,G.Crown Mushroom Slice 800g,3811.0,2026-02,385016.45,0.99
2026-02,VEGETABLES,mushroom,mushroom slice Food coast,-570.0,2026-02,385016.45,-0.15
2026-02,VEGETABLES,tomato,TOMATO 10KG,220.0,2026-02,385016.45,0.06
2026-01,BAKERY & PREMIX,bread premix,Bread Premix,134.4000000000001,2026-01,464506.6,0.03
2026-01,BAKERY & PREMIX,brownie,Brownie,1155.0,2026-01,464506.6,0.25
2026-01,BAKERY & PREMIX,burger bun,burger buns,416.0,2026-01,464506.6,0.09
2026-01,BAKERY & PREMIX,pizza premix,Pizza Premix,3402.0000000000005,2026-01,464506.6,0.73
2026-01,BEVERAGES,7up,7up750mlpet,1306.44,2026-01,464506.6,0.28
2026-01,BEVERAGES,7up,7up 250ml Pet,1067.5,2026-01,464506.6,0.23
2026-01,BEVERAGES,7up,7up 1 ltr,443.4000000000001,2026-01,464506.6,0.1
2026-01,BEVERAGES,7up,7up can 300ml,102.86999999999999,2026-01,464506.6,0.02
2026-01,BEVERAGES,7up,7UP 750ml Pet,-549.92,2026-01,464506.6,-0.12
2026-01,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,415.14,2026-01,464506.6,0.09
2026-01,BEVERAGES,dew,Dew 250ml Pet,507.5,2026-01,464506.6,0.11
2026-01,BEVERAGES,dew,Dew 750ml Pet,515.55,2026-01,464506.6,0.11
2026-01,BEVERAGES,dew,Dew can 300ml,411.48,2026-01,464506.6,0.09
2026-01,BEVERAGES,lehar soda,Lehar Soda,785.4599999999999,2026-01,464506.6,0.17
2026-01,BEVERAGES,mojito mint,Mojito Menta Cubano,368.0,2026-01,464506.6,0.08
2026-01,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,2300.0,2026-01,464506.6,0.5
2026-01,BEVERAGES,pepsi,Pepsi 750ml Pet,1924.7200000000003,2026-01,464506.6,0.41
2026-01,BEVERAGES,pepsi,Pepsi 250ml Pet,1347.5,2026-01,464506.6,0.29
2026-01,BEVERAGES,pepsi,pepsi can300ml,480.06,2026-01,464506.6,0.1
2026-01,BEVERAGES,pepsi,pepsi 1 ltr,354.72,2026-01,464506.6,0.08
2026-01,BEVERAGES,pepsi,pepsi can 330ml,-274.32,2026-01,464506.6,-0.06
2026-01,BEVERAGES,slice mango,Slice Mango 250ml pet,498.6,2026-01,464506.6,0.11
2026-01,BEVERAGES,slice mango,Slice Mango 200ml pet,70.68,2026-01,464506.6,0.02
2026-01,BEVERAGES,strawberry syrup,straw,-40.0,2026-01,464506.6,-0.01
2026-01,BEVERAGES,tropicana guava,Tropicana Guava Delight 500ml,326.03999999999996,2026-01,464506.6,0.07
2026-01,CHEESE & DAIRY,butter,Butter,1330.0,2026-01,464506.6,0.29
2026-01,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,-412.79999999999995,2026-01,464506.6,-0.09
2026-01,CHEESE & DAIRY,colby cheese,colby cheese 1 kg,0.0,2026-01,464506.6,0.0
2026-01,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,29913.01,2026-01,464506.6,6.44
2026-01,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,2828.8,2026-01,464506.6,0.61
2026-01,CHEESE & DAIRY,fresh cream,Richs versatie cream,2256.0,2026-01,464506.6,0.49
2026-01,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,979.2000000000003,2026-01,464506.6,0.21
2026-01,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,-125.79999999999995,2026-01,464506.6,-0.03
2026-01,CHEESE & DAIRY,milk,milky mist diced mozerella,5250.0,2026-01,464506.6,1.13
2026-01,CHEESE & DAIRY,milk,fruits and milk,790.02,2026-01,464506.6,0.17
2026-01,CHEESE & DAIRY,milk,milk,675.0,2026-01,464506.6,0.15
2026-01,CHEESE & DAIRY,milk,milk shake assorted,288.0,2026-01,464506.6,0.06
2026-01,CHEESE & DAIRY,milk,milk shake coffee,168.0,2026-01,464506.6,0.04
2026-01,CHEESE & DAIRY,milk,milk 28 milma,0.0,2026-01,464506.6,0.0
2026-01,CHEESE & DAIRY,orange cheddar,dynamic cheddar block,-363.57,2026-01,464506.6,-0.08
2026-01,CHEESE & DAIRY,paneer,paneer tikka powder,2745.0,2026-01,464506.6,0.59
2026-01,CHEESE & DAIRY,paneer,Paneer,1160.0,2026-01,464506.6,0.25
2026-01,CHEESE & DAIRY,processed cheese,Processed cheese block,1039.5,2026-01,464506.6,0.22
2026-01,CHEESE & DAIRY,slice cheese,slice cheese,1676.8799999999999,2026-01,464506.6,0.36
2026-01,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,-110.0,2026-01,464506.6,-0.02
2026-01,"FLOUR, GRAINS & DRY GOODS",maida,prince maida 50kg,8288.0,2026-01,464506.6,1.78
2026-01,"FLOUR, GRAINS & DRY GOODS",maida,maida loose,120.0,2026-01,464506.6,0.03
2026-01,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,270.0,2026-01,464506.6,0.06
2026-01,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,2346.12,2026-01,464506.6,0.51
2026-01,FROZEN ITEMS,frozen sweet corn,sweet corn abad,475.0,2026-01,464506.6,0.1
2026-01,FROZEN ITEMS,frozen sweet corn,sweet corn 1kg,252.0,2026-01,464506.6,0.05
2026-01,FROZEN ITEMS,potato pops,POTATO POPS,261.42,2026-01,464506.6,0.06
2026-01,FROZEN ITEMS,potato wedges,potato wedges,226.59,2026-01,464506.6,0.05
2026-01,FRUITS,apple,DVC Green Apple 750 ML,920.0,2026-01,464506.6,0.2
2026-01,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,896.0,2026-01,464506.6,0.19
2026-01,FRUITS,chicku pulp,Berry Fresh Chicku Pulp 2kg,-252.0,2026-01,464506.6,-0.05
2026-01,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,0.0,2026-01,464506.6,0.0
2026-01,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,740.0,2026-01,464506.6,0.16
2026-01,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp 2kg,-925.0,2026-01,464506.6,-0.2
2026-01,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,207.68000000000006,2026-01,464506.6,0.04
2026-01,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,-86.0,2026-01,464506.6,-0.02
2026-01,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,1441.5,2026-01,464506.6,0.31
2026-01,MASALA & SEASONINGS,chilli flakes,Veeba Chilli Flakes Seasoning(8G),438.0,2026-01,464506.6,0.09
2026-01,MASALA & SEASONINGS,chilly flakes,CHILLY FLAKES SACHET 0.8GM,416.0,2026-01,464506.6,0.09
2026-01,MASALA & SEASONINGS,chilly flakes,chilly flakes 500 gm,39.0,2026-01,464506.6,0.01
2026-01,MASALA & SEASONINGS,chilly flakes,chilly flake sachet,-202.8,2026-01,464506.6,-0.04
2026-01,MASALA & SEASONINGS,dry basil,dry basil,-126.0,2026-01,464506.6,-0.03
2026-01,MASALA & SEASONINGS,herb mix,Herb Mix Masla,178.4000000000001,2026-01,464506.6,0.04
2026-01,MASALA & SEASONINGS,herb mix,Chettinad Mix,97.65,2026-01,464506.6,0.02
2026-01,MASALA & SEASONINGS,mexican masala,Mexican Masala,-3527.5,2026-01,464506.6,-0.76
2026-01,MASALA & SEASONINGS,mexican mix,mexican mix,4350.0,2026-01,464506.6,0.94
2026-01,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,676.2,2026-01,464506.6,0.15
2026-01,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,614.0,2026-01,464506.6,0.13
2026-01,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,222.5,2026-01,464506.6,0.05
2026-01,MASALA & SEASONINGS,salt,salted cookies syrup taste craft,0.0,2026-01,464506.6,0.0
2026-01,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,581.0,2026-01,464506.6,0.13
2026-01,MEAT & POULTRY,boneless chicken,Boneless Chicken,23202.04,2026-01,464506.6,4.99
2026-01,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,1965.6,2026-01,464506.6,0.42
2026-01,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,420.0,2026-01,464506.6,0.09
2026-01,MEAT & POULTRY,chicken kheema,chicken kheema masala,1755.0,2026-01,464506.6,0.38
2026-01,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,-1950.0,2026-01,464506.6,-0.42
2026-01,MEAT & POULTRY,chicken nuggets,sneha chi nuggets,1035.0,2026-01,464506.6,0.22
2026-01,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,1730.0,2026-01,464506.6,0.37
2026-01,MEAT & POULTRY,chicken popcorn,chicken popcorn,337.5,2026-01,464506.6,0.07
2026-01,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,309.0,2026-01,464506.6,0.07
2026-01,MEAT & POULTRY,chicken sausage,Chicken Sausage,-82.5,2026-01,464506.6,-0.02
2026-01,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,1342.5,2026-01,464506.6,0.29
2026-01,MEAT & POULTRY,staff chicken,staff chicken,749.5,2026-01,464506.6,0.16
2026-01,OILS,olive oil,habit olive oil,553.5,2026-01,464506.6,0.12
2026-01,OILS,palm oil,oil,6244.0,2026-01,464506.6,1.34
2026-01,PACKAGING MATERIALS,bio bag,bio glass,0.0,2026-01,464506.6,0.0
2026-01,PACKAGING MATERIALS,burger box,Mini Burger Box,336.0,2026-01,464506.6,0.07
2026-01,PACKAGING MATERIALS,french fries box,French Fries Box,1471.25,2026-01,464506.6,0.32
2026-01,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,120.0,2026-01,464506.6,0.03
2026-01,PACKAGING MATERIALS,large pizza box,Large Pizza Box,1306.8000000000002,2026-01,464506.6,0.28
2026-01,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,1270.0,2026-01,464506.6,0.27
2026-01,PACKAGING MATERIALS,paper glass,Moktails Glass,288.0,2026-01,464506.6,0.06
2026-01,PACKAGING MATERIALS,pasta container,Pasta Container Black,966.5999999999999,2026-01,464506.6,0.21
2026-01,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,3349.0,2026-01,464506.6,0.72
2026-01,PACKAGING MATERIALS,salad bowl,Dip Bowl,200.0,2026-01,464506.6,0.04
2026-01,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,183.75,2026-01,464506.6,0.04
2026-01,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,203.04999999999995,2026-01,464506.6,0.04
2026-01,PACKAGING MATERIALS,tissue,Tissue,-108.0,2026-01,464506.6,-0.02
2026-01,PACKAGING MATERIALS,wooden fork,wooden fork,85.0,2026-01,464506.6,0.02
2026-01,PACKAGING MATERIALS,wooden spoon,Wooden Spoon,-130.0,2026-01,464506.6,-0.03
2026-01,SAUCES & SPREADS,cheesy spread,cheesy spread dip,309.38,2026-01,464506.6,0.07
2026-01,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,1124.8000000000002,2026-01,464506.6,0.24
2026-01,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,189.3800000000001,2026-01,464506.6,0.04
2026-01,SAUCES & SPREADS,honey mustard dressing,Honey mustard dressing,635.6099999999999,2026-01,464506.6,0.14
2026-01,SAUCES & SPREADS,honey mustard dressing,Honey,0.0,2026-01,464506.6,0.0
2026-01,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,1784.0,2026-01,464506.6,0.38
2026-01,SAUCES & SPREADS,makhani gravy,makhni gravy,630.0,2026-01,464506.6,0.14
2026-01,SAUCES & SPREADS,makhani gravy,Veeba Makhani Gravy 1KG,420.0,2026-01,464506.6,0.09
2026-01,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,2171.3999999999996,2026-01,464506.6,0.47
2026-01,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,65.0,2026-01,464506.6,0.01
2026-01,SAUCES & SPREADS,pizza sauce,pizza sauce,-600.0,2026-01,464506.6,-0.13
2026-01,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,175.32000000000005,2026-01,464506.6,0.04
2026-01,SAUCES & SPREADS,tandoori mayonnaise,tandoori mayonise,260.0,2026-01,464506.6,0.06
2026-01,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,183.0,2026-01,464506.6,0.04
2026-01,SAUCES & SPREADS,tomato ketchup,tomato ketchup 1.2 bottle,812.44,2026-01,464506.6,0.17
2026-01,SAUCES & SPREADS,tomato ketchup,Veeba T. Ketchup 1.2KG,-367.5,2026-01,464506.6,-0.08
2026-01,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,834.0,2026-01,464506.6,0.18
2026-01,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,737.0,2026-01,464506.6,0.16
2026-01,STATIONERY & MISC,tape,Celotape-3/4inch-,-161.0,2026-01,464506.6,-0.03
2026-01,UNMAPPED,UNMAPPED,grocery,17143.18,2026-01,464506.6,3.69
2026-01,UNMAPPED,UNMAPPED,vegetables,8289.13,2026-01,464506.6,1.78
2026-01,UNMAPPED,UNMAPPED,ENGLISH vegetables,3401.5,2026-01,464506.6,0.73
2026-01,UNMAPPED,UNMAPPED,black olive slice Habit,2313.0,2026-01,464506.6,0.5
2026-01,UNMAPPED,UNMAPPED,red paprika habit,395.0,2026-01,464506.6,0.09
2026-01,UNMAPPED,UNMAPPED,Mayonise premium,345.0,2026-01,464506.6,0.07
2026-01,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,201.0,2026-01,464506.6,0.04
2026-01,UNMAPPED,UNMAPPED,Blue curacao mojito,129.1500000000001,2026-01,464506.6,0.03
2026-01,UNMAPPED,UNMAPPED,egg 8,160.0,2026-01,464506.6,0.03
2026-01,UNMAPPED,UNMAPPED,Egg 7.5,75.0,2026-01,464506.6,0.02
2026-01,UNMAPPED,UNMAPPED,Green Peas,110.5,2026-01,464506.6,0.02
2026-01,UNMAPPED,UNMAPPED,cheese cake cassata syrup,0.0,2026-01,464506.6,0.0
2026-01,UNMAPPED,UNMAPPED,coffee mocha syrup taste craft,0.0,2026-01,464506.6,0.0
2026-01,UNMAPPED,UNMAPPED,ice cube/80,0.0,2026-01,464506.6,0.0
2026-01,UNMAPPED,UNMAPPED,mango crush taste craft,0.0,2026-01,464506.6,0.0
2026-01,UNMAPPED,UNMAPPED,bio covers,-78.0,2026-01,464506.6,-0.02
2026-01,UNMAPPED,UNMAPPED,hungritos premium,-222.64000000000033,2026-01,464506.6,-0.05
2026-01,UNMAPPED,UNMAPPED,Rose lichy crush mojito,-346.5,2026-01,464506.6,-0.07
2026-01,UNMAPPED,UNMAPPED,veg fruit grocery,-1880.0,2026-01,464506.6,-0.4
2026-01,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,15570.0,2026-01,464506.6,3.35
2026-01,VEGETABLES,baby corn,habit baby corn,324.0,2026-01,464506.6,0.07
2026-01,VEGETABLES,baby corn,Baby Corn Whole-800GM-Tajir Habit,-336.0,2026-01,464506.6,-0.07
2026-01,VEGETABLES,garlic,chilly garlic spread,330.0,2026-01,464506.6,0.07
2026-01,VEGETABLES,mushroom,G.Crown Mushroom Slice 800g,3811.0,2026-01,464506.6,0.82
2026-01,VEGETABLES,tomato,TOMATO 10KG,420.0,2026-01,464506.6,0.09
2026-01,VEGETABLES,tomato,tomato,420.0,2026-01,464506.6,0.09
2025-12,BAKERY & PREMIX,bread premix,Bread Premix,120.0,2025-12,494089.55,0.02
2025-12,BAKERY & PREMIX,brownie,Brownie,1540.0,2025-12,494089.55,0.31
2025-12,BAKERY & PREMIX,burger bun,burger buns,224.0,2025-12,494089.55,0.05
2025-12,BAKERY & PREMIX,pizza premix,Pizza Premix,4964.4,2025-12,494089.55,1.0
2025-12,BEVERAGES,7up,7UP 750ml Pet,1374.8,2025-12,494089.55,0.28
2025-12,BEVERAGES,7up,7up 250ml Pet,892.5,2025-12,494089.55,0.18
2025-12,BEVERAGES,7up,7up pet 750ml,824.88,2025-12,494089.55,0.17
2025-12,BEVERAGES,7up,7up 1 ltr,620.76,2025-12,494089.55,0.13
2025-12,BEVERAGES,7up,7up can 300ml,0.0,2025-12,494089.55,0.0
2025-12,BEVERAGES,7up,7up750mlpet,-1306.44,2025-12,494089.55,-0.26
2025-12,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,418.37,2025-12,494089.55,0.08
2025-12,BEVERAGES,blue occean syrup,DVC BLUE OCCEAN FLV SYRUP 750ML,2336.4,2025-12,494089.55,0.47
2025-12,BEVERAGES,dew,dew 750 ml,824.88,2025-12,494089.55,0.17
2025-12,BEVERAGES,dew,Dew 330 ml can,548.64,2025-12,494089.55,0.11
2025-12,BEVERAGES,dew,Dew 250ml Pet,402.5,2025-12,494089.55,0.08
2025-12,BEVERAGES,dew,Dew 750ml Pet,-240.59000000000003,2025-12,494089.55,-0.05
2025-12,BEVERAGES,dew,Dew can 300ml,-411.48,2025-12,494089.55,-0.08
2025-12,BEVERAGES,lehar soda,Lehar Soda,652.0799999999999,2025-12,494089.55,0.13
2025-12,BEVERAGES,mojito mint,Mojito Menta Cubano,920.0,2025-12,494089.55,0.19
2025-12,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,460.0,2025-12,494089.55,0.09
2025-12,BEVERAGES,pepsi,Pepsi 250ml Pet,1260.0,2025-12,494089.55,0.26
2025-12,BEVERAGES,pepsi,pepsi can 330ml,720.09,2025-12,494089.55,0.15
2025-12,BEVERAGES,pepsi,pepsi 1 ltr,532.08,2025-12,494089.55,0.11
2025-12,BEVERAGES,pepsi,Pepsi 750ml Pet,0.0,2025-12,494089.55,0.0
2025-12,BEVERAGES,pepsi,pepsi can300ml,-480.06,2025-12,494089.55,-0.1
2025-12,BEVERAGES,slice mango,slice 250ml,498.6,2025-12,494089.55,0.1
2025-12,BEVERAGES,slice mango,Slice Mango 250ml pet,166.2,2025-12,494089.55,0.03
2025-12,BEVERAGES,slice mango,Slice Mango 200ml pet,-424.08,2025-12,494089.55,-0.09
2025-12,BEVERAGES,tropicana guava,Tropicana Guava Delight 500ml,426.36,2025-12,494089.55,0.09
2025-12,BEVERAGES,water 20l,water melon,100.0,2025-12,494089.55,0.02
2025-12,CHEESE & DAIRY,butter,Butter,950.0,2025-12,494089.55,0.19
2025-12,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,825.5999999999999,2025-12,494089.55,0.17
2025-12,CHEESE & DAIRY,butter,milky mist butter 500gm,312.25,2025-12,494089.55,0.06
2025-12,CHEESE & DAIRY,butter,malas butterscotch crush,143.0,2025-12,494089.55,0.03
2025-12,CHEESE & DAIRY,colby cheese,colby cheese 1 kg,-634.48,2025-12,494089.55,-0.13
2025-12,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,28464.98,2025-12,494089.55,5.76
2025-12,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,3943.2,2025-12,494089.55,0.8
2025-12,CHEESE & DAIRY,fresh cream,Richs versatie cream,2632.0,2025-12,494089.55,0.53
2025-12,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,1452.6,2025-12,494089.55,0.29
2025-12,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,0.0,2025-12,494089.55,0.0
2025-12,CHEESE & DAIRY,milk,fruits and milk,660.0,2025-12,494089.55,0.13
2025-12,CHEESE & DAIRY,milk,milk,625.0,2025-12,494089.55,0.13
2025-12,CHEESE & DAIRY,milk,milk choco 180 ml,389.87,2025-12,494089.55,0.08
2025-12,CHEESE & DAIRY,milk,milk 26,312.0,2025-12,494089.55,0.06
2025-12,CHEESE & DAIRY,milk,milk shake coffee,288.0,2025-12,494089.55,0.06
2025-12,CHEESE & DAIRY,milk,milk shake assorted,-288.0,2025-12,494089.55,-0.06
2025-12,CHEESE & DAIRY,orange cheddar,dynamic cheddar block,519.38,2025-12,494089.55,0.11
2025-12,CHEESE & DAIRY,paneer,Paneer,1015.0,2025-12,494089.55,0.21
2025-12,CHEESE & DAIRY,paneer,paneer,580.0,2025-12,494089.55,0.12
2025-12,CHEESE & DAIRY,paneer,paneer tikka powder,-1485.0,2025-12,494089.55,-0.3
2025-12,CHEESE & DAIRY,processed cheese,Processed cheese block,1293.62,2025-12,494089.55,0.26
2025-12,CHEESE & DAIRY,slice cheese,slice cheese,1297.1000000000001,2025-12,494089.55,0.26
2025-12,CLEANING SUPPLIES,ant powder,tandoori tikka powder,287.5,2025-12,494089.55,0.06
2025-12,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,55.0,2025-12,494089.55,0.01
2025-12,"FLOUR, GRAINS & DRY GOODS",maida,prince maida 50kg,5600.0,2025-12,494089.55,1.13
2025-12,"FLOUR, GRAINS & DRY GOODS",maida,maida 30kg,1359.9,2025-12,494089.55,0.28
2025-12,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,108.0,2025-12,494089.55,0.02
2025-12,"FLOUR, GRAINS & DRY GOODS",sugar,Sugar,90.0,2025-12,494089.55,0.02
2025-12,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,2122.6800000000003,2025-12,494089.55,0.43
2025-12,FROZEN ITEMS,french fries,chill fill french fry,900.0,2025-12,494089.55,0.18
2025-12,FROZEN ITEMS,frozen sweet corn,sweet corn abad,425.0,2025-12,494089.55,0.09
2025-12,FROZEN ITEMS,frozen sweet corn,sweet corn 1kg,276.0,2025-12,494089.55,0.06
2025-12,FROZEN ITEMS,potato pops,POTATO POPS,160.86999999999995,2025-12,494089.55,0.03
2025-12,FROZEN ITEMS,potato wedges,potato wedges,923.7900000000001,2025-12,494089.55,0.19
2025-12,FRUITS,apple,DVC Green Apple 750 ML,1150.0,2025-12,494089.55,0.23
2025-12,FRUITS,chicku pulp,Berry Fresh Chicku Pulp 2kg,420.0,2025-12,494089.55,0.09
2025-12,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,224.0,2025-12,494089.55,0.05
2025-12,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,110.25,2025-12,494089.55,0.02
2025-12,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,1110.0,2025-12,494089.55,0.22
2025-12,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,0.0,2025-12,494089.55,0.0
2025-12,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,675.0,2025-12,494089.55,0.14
2025-12,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,86.0,2025-12,494089.55,0.02
2025-12,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,1069.5,2025-12,494089.55,0.22
2025-12,MASALA & SEASONINGS,chilly flakes,CHILLY FLAKES SACHET 0.8GM,639.5999999999999,2025-12,494089.55,0.13
2025-12,MASALA & SEASONINGS,chilly flakes,chilly flakes 500gm,195.0,2025-12,494089.55,0.04
2025-12,MASALA & SEASONINGS,chilly flakes,chilly flakes 500 gm,-97.5,2025-12,494089.55,-0.02
2025-12,MASALA & SEASONINGS,herb mix,mix herb amazon 1 kg,586.0,2025-12,494089.55,0.12
2025-12,MASALA & SEASONINGS,herb mix,Herb Mix Masla,312.1999999999998,2025-12,494089.55,0.06
2025-12,MASALA & SEASONINGS,herb mix,Chettinad Mix,227.85,2025-12,494089.55,0.05
2025-12,MASALA & SEASONINGS,mexican masala,Mexican Masala,2946.5,2025-12,494089.55,0.6
2025-12,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,1048.8,2025-12,494089.55,0.21
2025-12,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,614.0,2025-12,494089.55,0.12
2025-12,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,89.0,2025-12,494089.55,0.02
2025-12,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,1079.0,2025-12,494089.55,0.22
2025-12,MEAT & POULTRY,boneless chicken,Boneless Chicken,18278.94,2025-12,494089.55,3.7
2025-12,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,1562.4,2025-12,494089.55,0.32
2025-12,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,477.5,2025-12,494089.55,0.1
2025-12,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,975.0,2025-12,494089.55,0.2
2025-12,MEAT & POULTRY,chicken kheema,chicken kheema masala,-1560.0,2025-12,494089.55,-0.32
2025-12,MEAT & POULTRY,chicken nuggets,sneha chi nuggets,1449.0,2025-12,494089.55,0.29
2025-12,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,432.5,2025-12,494089.55,0.09
2025-12,MEAT & POULTRY,chicken popcorn,chicken popcorn,281.25,2025-12,494089.55,0.06
